ItemCode,ItemName
G120200020,1120603-003 ขวดใส่เครื่องปรุง 130 มล.
G120200017,1120603-004 ขวดใส่เครื่องปรุง 90 มล.
G120200018,1120603-005 ขวดใส่เครื่องปรุง 90 มล.
G120200019,1120603-002 ขวดใส่เครื่องปรุง 100 มล.
G120200006,SJT8/L0WS0G0000MO ขวดโหลแก้ว ฝาปิดไม้
G120200007,SJT8/M0WS0G0000MO ขวดโหลแก้ว ฝาปิดไม้
G120200008,SJT8/S0W00G0000MO ขวดโหลแก้ว ฝาปิดไม้
G150100001,WR-T0301/0000ASMN ที่วางขวดไวน์
G120200009,SR-13G02/00AS00MN กล่องไม้ใส่เครื่องปรุง
G130300029,CS-S2182/0Y00W0MO ชุดเครื่องปรุง
G160130001,Classic-240 แก้วน้ำ โพลีคาร์บอเนต 240 มล.
G160130002,Classic-285 แก้วน้ำ โพลีคาร์บอเนต 285 มล.
G160130003,Classic-368 แก้วน้ำ โพลีคาร์บอเนต 368 มล.
G160130004,Classic-420 แก้วน้ำ โพลีคาร์บอเนต 420 มล.
G160130005,Texture-290 แก้วน้ำ โพลีคาร์บอเนต 290 มล.
G160130006,Texture-370 แก้วน้ำ โพลีคาร์บอเนต 370 มล.
G160130007,Texture-380 แก้วน้ำ โพลีคาร์บอเนต 380 มล.
G160130008,Texture-410 แก้วน้ำ โพลีคาร์บอเนต 410 มล.
G150225003,RBT-420 แก้วเบียร์ โพลีคาร์บอเนต 420 มล.
G150225004,RBT-490 แก้วเบียร์ โพลีคาร์บอเนต 490 มล.
G150225002,BR-310 แก้วเบียร์ โพลีคาร์บอเนต 310 มล.
G150225001,BR-365 แก้วเบียร์ โพลีคาร์บอเนต 365 มล.
G160100018,RW2255TTN แก้วน้ำ โคโพลีเอสเตอร์ 260 มล.
G160100019,RW2256TTN แก้วน้ำ โคโพลีเอสเตอร์ 400 มล.
G160100020,RW2257TTN แก้วน้ำ โคโพลีเอสเตอร์ 530 มล.
G160100025,RW2308TTN แก้วน้ำ แก้วน้ำ โคโพลีเอสเตอร์ 280 มล.
G160100024,RW2309TTN แก้วน้ำ โคโพลีเอสเตอร์ 370 มล.
G160100027,RW2258 สีดำ แก้วน้ำ โคโพลีเอสเตอร์ 300 มล. (1/4)
G160100026,RW2258 สีใส แก้วน้ำ โคโพลีเอสเตอร์ 300 มล.
G150240001,RP7324 แก้วแชมเปญ โคโพลีเอสเตอร์ 150 มล.
G150230001,RP7327 แก้วไวน์ โคโพลีเอสเตอร์ 340 มล.
G150250003,RW2253TTN แก้วคอกเทล โคโพลีเอสเตอร์ 150 มล.
G150250002,RW2304TTN แก้วคอกเทล โคโพลีเอสเตอร์ 310 มล.
G150250001,RW2305TTN แก้วคอกเทล โคโพลีเอสเตอร์ 390 มล.
G150200026,RJ78RO08 แก้วน้ำ 230 มล. (1/6) Ripple
G150200027,RJ70RO08 แก้วน้ำ 250 มล. (1/6) Ripple
G150200028,RJ77RO10 แก้วน้ำ 275 มล. (1/6) Ripple
G150200029,RJ87RO10 แก้วน้ำ 290 มล. (1/6) Ripple
G150200030,RJ91RO11 แก้วน้ำ 310 มล. (1/6) Ripple
G150200031,RJ85RO11 แก้วน้ำ 320 มล. (1/6) Ripple
G150200032,RJ92RO12 แก้วน้ำ 350 มล. (1/6) Ripple
G150200033,RJ68RO11 แก้วน้ำ 370 มล. (1/6) Ripple
G150200034,RJ84RO13 แก้วน้ำ 380 มล. (1/6) Ripple
G150200015,RJ83LD11 แก้วน้ำ 312 มล. (1/6) Ripple
G150200016,RJ83HB12 แก้วน้ำ 325 มล. (1/6) Ripple
G150200017,RJ78HB11 แก้วน้ำ 330 มล. (1/6) Ripple
G150200018,RJ85HB12 แก้วน้ำ 330 มล. (1/6) Ripple
G150200019,RJ77HB12 แก้วน้ำ 365 มล. (1/6) Ripple
G150200020,RJ92HB13 แก้วน้ำ 370 มล. (1/6) Ripple
G150200021,RJ68HB14 แก้วน้ำ 390 มล. (1/6) Ripple
G150200022,RJ91HB14 แก้วน้ำ 400 มล. (1/6) Ripple
G150200023,RJ70HB15 แก้วน้ำ 410 มล. (1/6) Ripple
G150200024,RJ06HB17 แก้วน้ำ 497 มล. (1/6) Ripple
G150200025,RJ84HB18 แก้วน้ำ 510 มล. (1/6) Ripple
G150220002,RJ03BE16 แก้วเบียร์ 460 มล. (1/6) Ripple
G150220001,RJ02BE13 แก้วเบียร์ 355 มล. (1/6) Ripple
G150220003,RJ01BE17 แก้วเบียร์ 483 มล. (1/6) Ripple
G150220004,RJ01BE18 แก้วเบียร์ 511 มล. (1/6) Ripple
G150220005,RJ11BE23 แก้วเบียร์ 650 มล. (1/6) Ripple
G160500006,RJ09CU17 ถ้วยซีเรียล 470 มล. (1/6) Ripple
G160100010,B01206 แก้วน้ำ 175 มล.
G160100013,B01408 แก้วน้ำ 245 มล.
G160100014,B00209 แก้วน้ำ 245 มล.
G160100008,B13009 แก้วน้ำ 265 มล.
G160100015,B18310 แก้วน้ำ 290 มล.
G160100009,B13011 แก้วน้ำ 320 มล.
G160100011,B01210 แก้วน้ำ 208 มล.
G160100016,B13013 แก้วน้ำ 370 มล.
G160100012,B01913 แก้วน้ำ 380 มล.
G150200004,523G12 แก้วน้ำ ทรงสูง 345 มล.
G160160001,P00911 ที่รองแก้ว 8.5 ซม.
G160500001,P00340 ถ้วยชา 200 มล.
G160500002,P00640 ถ้วยกาแฟ 230 มล.
G160500003,P01641 ถ้วยกาแฟ 245 มล.
G160500004,P02041 ถ้วยกาแฟ 315 มล.
G160500005,P01640 ถ้วยกาแฟ 320 มล.
G160560001,P00271 ที่รองถ้วย 5 3/8 นิ้ว
G160560002,P01671 ที่รองถ้วย 6 นิ้ว
G160560003,P00671 ที่รองถ้วย 6 นิ้ว
G150200001,523F07 แก้วแชมเปญ 190 มล.
G150200002,523W07 แก้วไวน์  210 มล.
G150200003,523R09 แก้วไวน์ 260 มล.
G150200007,B01010 แก้วเบียร์ 285 มล.
G150200008,B01015 แก้วเบียร์ 425 มล.
G150200009,B01022 แก้วเบียร์ 620 มล.
G150200005,B00912 แก้วเบียร์ 340 มล.
G150200006,B00914 แก้วเบียร์ 400 มล.
G160450002,P6042-8 จานเหลี่ยม 8 นิ้ว - EFFI
G160450003,P6037-9 จานเหลี่ยม 9 นิ้ว - EFFI
G160470001,P416-10 จานเปล 10 นิ้ว - EFFI
G160470002,P415-12 จานเปล 12 นิ้ว - EFFI
G160470003,P414-14 จานเปล 14 นิ้ว - EFFI
G160400010,B61060 ชามเมลามีน 6 นิ้ว - EFFI
G160400011,B61070 ชามเมลามีน 7 นิ้ว - EFFI
G160400012,B61080 ชามเมลามีน 8 นิ้ว - EFFI
G160740002,SP303 ช้อนซุปเมลามีน 5.25 นิ้ว
G160740001,SP205 ช้อนซุปเมลามีน 7 นิ้ว
G160770001,ตะเกียบ 9.5 นิ้ว - EFFI
G160120001,C731-3.5 แก้วน้ำ 350 มล. - EFFI
G160125001,CL342-3.5 แก้วน้ำมีหูจับพร้อมฝา 350 มล.  - EFFI
G130400001,102087001 เหยือกน้ำ 300 มล.
G130400006,102101001 เหยือกน้ำ 850 มล.
G160100005,102049002 แก้วน้ำ 250 มล.
G160100006,102051002 แก้วน้ำ 300 มล.
G160100007,102050001 แก้วน้ำ 350 มล.
G160100002,102039004 แก้วน้ำ 400 มล.
G160100003,102050002 แก้วน้ำ 400 มล.
G160100001,102039003 แก้วน้ำ 650 มล.
G160100021,102051005 แก้วน้ำ 300 มล.
G160100022,1120213-001 แก้วน้ำ 330 มล.
G160200003,SB-V1506/351500MN ชามสลัดไม้
G160200002,SB-V1506/2612M0MN ชามสลัดไม้
G160200001,SB-V1506/1509S0MN ชามสลัดไม้
G130300008,SB-V2313/221300MO ชุดถ้วยสลัดแก้วพร้อมช้อนส้อมไม้
G130300011,SB-V2314/221200MO ชุดถ้วยสลัดแก้ว พร้อมช้อนส้อมไม้
G140500002,SV-S4074/301500MN ชุดช้อนส้อมไม้คนสลัด
G140300001,CU-S40S16/35L00MO  ตะหลิวไม้
G140300002,CU-S40S17/35L00MO ตะหลิวไม้ มีร่อง
G140500001,CU-S40S24/35L00MO ช้อนไม้
G140400001,CU-G07G01/05000MO ที่คีบแบบไม้
G160300001,102062001 ชาม 700 มล.
G160300002,102065004 ชาม 2500 มล.
G160205001,1120701-008 ชามสลัด 700 มล.
G160205002,1120701-007 ชามสลัด 4500 มล.
G160730010,87-04 ช้อนสเตนเลส ลาย RIDGE - Twin Fish
G160730009,91-04 ช้อนสเตนเลส ลาย CHRISTINA - Twin Fish
G160730008,83-04 ช้อนสเตนเลส ลาย MOONRIVER - Twin Fish
G160730007,89-04 ช้อนสเตนเลส ลาย CHARM - Twin Fish
G160730006,92-04 ช้อนสเตนเลส ลาย ENHANCEMENT - Twin Fish
G160730005,88-04 ช้อนสเตนเลส ลาย LUCID - Twin Fish
G160730004,99-04 ช้อนสเตนเลส ลาย ExCELLENT - Twin Fish
G160730003,82-04 ช้อนสเตนเลส ลาย DIANA - Twin Fish
G160730002,16-04 ช้อนสเตนเลส ลาย CORONA - Twin Fish
G160730001,527-04 ช้อนสเตนเลส ลาย The Grand - Twin Fish
G160760010,87-05 ส้อมสเตนเลส ลาย RIDGE - Twin Fish
G160760009,91-05 ส้อมสเตนเลส ลาย CHRISTINA - Twin Fish
G160760008,83-05 ส้อมสเตนเลส ลาย MOONRIVER - Twin Fish
G160760007,89-05 ส้อมสเตนเลส ลาย CHARM - Twin Fish
G160760006,92-05 ส้อมสเตนเลส ลาย ENHANCEMENT - Twin Fish
G160760005,88-05 ส้อมสเตนเลส ลาย LUCID - Twin Fish
G160760004,99-05 ส้อมสเตนเลส ลาย ExCELLENT - Twin Fish
G160760003,82-05 ส้อมสเตนเลส ลาย DIANA - Twin Fish
G160760002,16-05 ส้อมสเตนเลส ลาย CORONA - Twin Fish
G160760001,527-05 ส้อมสเตนเลส ลาย The Grand - Twin Fish
G160800011,87-10 ช้อนชาสเตนเลส ลาย RIDGE  - Twin Fish
G160800010,91-10 ช้อนชาสเตนเลส ลาย CHRISTINA  - Twin Fish
G160800009,83-10 ช้อนชาสเตนเลส ลาย MOONRIVER  - Twin Fish
G160800008,89-10 ช้อนชาสเตนเลส ลาย CHARM  - Twin Fish
G160800007,92-10 ช้อนชาสเตนเลส ลาย ENHANCEMENT  - Twin Fish
G160800006,88-10 ช้อนชาสเตนเลส ลาย LUCID  - Twin Fish
G160800013,99-10 ช้อนชาสเตนเลส ลาย ExCELLENT - Twin Fish
G160800005,82-10 ช้อนชาสเตนเลส ลาย DIANA  - Twin Fish
G160800012,16-10 ช้อนชาสเตนเลส ลาย CORONA - Twin Fish
G160800004,527-10 ช้อนชาสเตนเลส ลาย The Grand - Twin Fish
G160810011,87-11 ส้อมชาสเตนเลส ลาย RIDGE - Twin Fish
G160810010,91-11 ส้อมชาสเตนเลส ลาย CHRISTINA - Twin Fish
G160810009,83-11 ส้อมชาสเตนเลส ลาย MOONRIVER - Twin Fish
G160810008,89-11 ส้อมชาสเตนเลส ลาย CHARM - Twin Fish
G160810007,92-11 ส้อมชาสเตนเลส ลาย ENHANCEMENT - Twin Fish
G160810006,88-11 ส้อมชาสเตนเลส ลาย LUCID - Twin Fish
G160810005,99-11 ส้อมชาสเตนเลส ลาย ExCELLENT - Twin Fish
G160810004,82-11 ส้อมชาสเตนเลส ลาย DIANA - Twin Fish
G160810003,16-11 ส้อมชาสเตนเลส ลาย CORONA - Twin Fish
G160810002,527-11 ส้อมชาสเตนเลส ลาย The Grand - Twin Fish
G161000012,87-06 มีดสเตนเลส ลาย RIDGE - Twin Fish
G161000011,91-06 มีดสเตนเลส ลาย CHRISTINA - Twin Fish
G161000010,83-06 มีดสเตนเลส ลาย MOONRIVER - Twin Fish
G161000009,89-06 มีดสเตนเลส ลาย CHARM - Twin Fish
G161000008,92-06 มีดสเตนเลส ลาย ENHANCEMENT - Twin Fish
G161000007,88-06 มีดสเตนเลส ลาย LUCID - Twin Fish
G161000006,99-27 มีดสเตนเลส ลาย ExCELLENT - Twin Fish
G161000005,82-06 มีดสเตนเลส ลาย DIANA - Twin Fish
G161000004,16-06 มีดสเตนเลส ลาย CORONA - Twin Fish
G161000003,527-06 มีดสเตนเลส ลาย The Grand - Twin Fish
G160700002,150000108 ช้อนส้อมสเตนเลส ตรานกนางนวล (1/2)
G160700001,150000660 ช้อนส้อมสเตนเลส ตรานกนางนวล (1/3)
G160700003,150393006 ช้อนส้อมสเตนเลส ตรานกนางนวล (1/6)
G160700005,100301012 ช้อนส้อมสเตนเลส (1/12) ตรานกนางนวล
G160800002,150000110 ช้อนกาแฟสเตนเลส ตรานกนางนวล (1/4)
G160800001,150000662 ช้อนกาแฟสเตนเลส ตรานกนางนวล  (1/4)
G160800014,100301412 ช้อนกาแฟ (1/12) ตรานกนางนวล
G160810001,15000011 ส้อมหวานสเตนเลส ตรานกนางนวล (1/4)
G160950001,100300402 ช้อนซุป (1/2) ตรานกนางนวล
G160900006,100300100 ช้อนจีนเล็ก (1/12) ตรานกนางนวล
G160900005,100300000 ช้อนจีนใหญ่ (1/12) ตรานกนางนวล
G160900004,100300494 ช้อนจีนใหญ่พิเศษ (1/12) ตรานกนางนวล
G161000002,150000112 มีดสเตนเลส ตรานกนางนวล  (1/2)
G161000001,150000664 มีดสเตนเลส ตรานกนางนวล  (1/2)
G160700004,100009 ช้อนส้อม ลายหยดน้ำ - ZEBRA (1/12)
G160900001,100100 ช้อนจีนเล็ก - ZEBRA (1/12)
G160900002,100000 ช้อนจีนใหญ่ - ZEBRA (1/12)
G160900003,100002 ช้อนจีนจัมโบ้ - ZEBRA (1/6)
G160800003,100110 ช้อนกาแฟสเตนเลส - ZEBRA (1/12)
G161100001,สีใส หลอดตรง 14.5 ซม. (1/100) SUNSTRAW
G161100002,สีใส หลอดตรง 25.5 ซม. (1/60) SUNSTRAW
G161100003,สีขาว หลอดตรง 27 ซม. (1/200) SUNSTRAW
G161100005,สีขาว หลอดงอ 21 ซม. (1/60) SUNSTRAW
G161100008,สีขาว หลอดงอหุ้มพลาสติก 21 ซม. (1/60) SUNSTRAW
G161150001,หลอดกระดาษ (หุ้มกระดาษ) 21 ซม. (1/24) Be-Green
G161150002,หลอดกระดาษ (หุ้มกระดาษ) 21 ซม. (1/100) Be-Green
G140720003,"RW0021 สีขาว ช้อนคนกาแฟพลาสติก 5"" (1/100)"
G140720001,RW0075 คละสี ไม้คนเครื่องดื่ม หัวกลม (1/10)
G140720002,RW0079 คละสี ไม้คนเครื่องดื่ม หัวเหลี่ยม (1/10)
G140710006,"RW0023 สีใส ช้อนยาวพลาสติก 8"" แบบใช้แล้วทิ้ง (1/100)"
G140710003,"RW0074 สีขาว ช้อนพลาสติก 5"" แบบใช้แล้วทิ้ง (1/100)"
G140710004,"RW0074 สีใส ช้อนพลาสติก 5"" แบบใช้แล้วทิ้ง (1/100)"
G140710005,"RW0086 สีขาว ช้อนพลาสติก 6"" แบบใช้แล้วทิ้ง (1/50)"
G140710001,"RW0071 สีขาว ช้อนพลาสติก 7"" แบบใช้แล้วทิ้ง (1/100)"
G140710002,"RW0071 สีใส ช้อนพลาสติก 7"" แบบใช้แล้วทิ้ง (1/100)"
G140714003,"RW0087 สีขาว ส้อมพลาสติก 6"" แบบใช้แล้วทิ้ง (1/50)"
G140714001,"RW0072 สีขาว ส้อมพลาสติก 7"" แบบใช้แล้วทิ้ง (1/100)"
G140714002,"RW0072  สีใส ส้อมพลาสติก 7"" แบบใช้แล้วทิ้ง (1/100)"
G140710007,"RW0020 สีขาว ช้อนพลาสติก 4"" แบบใช้แล้วทิ้ง (1/50)"
G140710008,"RW0024 สีขาว ช้อนพลาสติก 5"" แบบใช้แล้วทิ้ง (1/50)"
G140717001,"RW0073  สีขาว มีดพลาสติก 7"" แบบใช้แล้วทิ้ง (1/100)"
G140717002,"RW0073 สีใส มีดพลาสติก 7"" แบบใช้แล้วทิ้ง (1/100)"
G140719001,"RW0044 สีใส ส้อมผลไม้พลาสติก 3""  แบบใช้แล้วทิ้ง (1/100)"
G141220001,"150000651 มีดสับ รุ่นโปร 7"" ตรานกนางนวล"
G141210001,"150000678 มีดเชฟ รุ่นโปร 7"" ตรานกนางนวล"
G141210002,"150000652 มีดเชฟ รุ่นโปร 8"" ตรานกนางนวล"
G141230001,"150000702 มีดแล่และหั่น รุ่นโปร 8"" ตรานกนางนวล"
G141200001,"150000650 มีดผลไม้ปลายแหลม รุ่นโปร 5"" ตรานกนางนวล"
G141210005,"100250 มีดหั่นผัก รุ่นเชฟ 6.5"" ตราหัวม้าลาย"
G141210006,"100254 มีดหั่นปลายเฉียง รุ่นเชฟ 6.5"" ตราหัวม้าลาย"
G141230002,"100240 มีดซูชิ รุ่นเชฟ 6"" ตราหัวม้าลาย"
G141210003,"100222 มีดเชฟ รุ่นเชฟ 6"" ตราหัวม้าลาย"
G141210004,"100223 มีดเชฟ รุ่นเชฟ 7""  ตราหัวม้าลาย"
G141220002,"100260 มีดสับ รุ่นเชฟ 6.5"" ตราหัวม้าลาย"
G141220003,"100261 มีดสับ รุ่นเชฟ 7.5""  ตราหัวม้าลาย"
G141200002,"100304 มีดอเนกประสงค์  รุ่นโปร 4.5"" - ตราหัวม้าลาย"
G141230004,"100270 มีดแล่เนื้อ  รุ่นโปร 7.5"" ตราหัวม้าลาย"
G141230003,"100249 มีดซูชิ รุ่นโปร 7"" ตราหัวม้าลาย"
G141210007,"100235 มีดเชฟ รุ่นโปร 7.5"" ตราหัวม้าลาย"
G141220004,"100269 มีดสับ  รุ่นโปร 7""  ตราหัวม้าลาย"
G141290001,100500 ที่ลับมีด รุ่นโปร ตราหัวม้าลาย
G030600024,CP-08 ที่ใส่ช้อนส้อม-มีด
G030600025,CP-04 ที่ใส่ช้อนส้อม-มีด
G141100001,2402 สีขาว ถาดใส่ช้อนส้อม 5 ช่อง JCJ
G141100002,2403 สีขาว ถาดใส่ช้อนส้อม 5 ช่อง JCJ
G120220001,J-B3B ชุดเครื่องปรุง พลาสติก 3 ช่อง
G120220002,J-B4B ชุดเครื่องปรุง พลาสติก 4 ช่อง
G120220003,J-B5B ชุดเครื่องปรุง พลาสติก 5 ช่อง
G120220004,J-B6B ชุดเครื่องปรุง พลาสติก 6 ช่อง
G140900001,102107 ทัพพีแขก รุ่น Focus ตราหัวม้าลาย
G140900002,103003 ทัพพีด้ามสั้น รุ่น Focus ตราหัวม้าลาย
G140900003,103010 ทัพพีด้ามยาว รุ่น Focus ตราหัวม้าลาย
G140940003,105225 กระบวยโปร่ง 4.5 นิ้ว รุ่นโฟกัส - ZEBRA
G140940006,105210 กระบวย 4 นิ้ว รุ่นโฟกัส - ZEBRA
G140940004,105314 กระบวย 5 นิ้ว รุ่นโฟกัส - ZEBRA
G140940005,105215 กระบวย 6 นิ้ว รุ่นโฟกัส - ZEBRA
G140410001,"AT85BK สีดำ ที่คีบสลัดอะคริลิก 8.5"" Twin Fish"
G140410002,"AT85C สีใส ที่คีบสลัดอะคริลิก 8.5"" Twin Fish"
G140410003,"AT12BK สีดำ ที่คีบสลัดอะคริลิก 12"" Twin Fish"
G140410004,"AT-12C สีใส ที่คีบสลัดอะคริลิก 12"" Twin Fish"
G140420001,SAT-2 ที่คีบอเนกประสงค์สเตนเลส Twin Fish
G140420003,"SPT-1 ที่คีบเส้นสปาเก็ตตี้ 10"" Twin Fish"
G140420002,"ST-3 ที่คีบสลัดสเตนเลส 10"" Twin Fish"
G140940001,SDP-17 กระบวยตักซุปสเตนเลส 17 ซม. - Twin Fish
G140940002,SDP-21.5 กระบวยตักซุปสเตนเลส  21.5 ซม. - Twin Fish
G141320001,ค้อนทุบเนื้อ อะลูมิเนียม
G141320005,MT-4 ค้อนทุบเนื้อ 3.5x5x21 ซม. - Twin Fish
G141320002,MT-1 ค้อนทุบเนื้อ 6x22 ซม. - Twin Fish
G141320003,MT-2 ค้อนทุบเนื้อ 5.5x6x27 ซม. - Twin Fish
G140430004,HDG-3 ที่คีบจานร้อนเหล็กหล่อ 4.5x14 ซม. - Twin Fish
G140430005,HDG-2 ที่คีบจานร้อนสเตนเลส 18.5 ซม. - Twin Fish
G140430003,LS-7 ที่คีบจานร้อนสเตนเลส 6x19 ซม. - Twin Fish
G141350001,NC-1 ที่บีบก้ามปูและถั่ว 3.5x15 ซม. - Twin Fish
G141350002,NC-2 ที่บีบก้ามปูและถั่ว 3.8x15 ซม. - Twin Fish
G141350003,NC-3 ที่บีบก้ามปูและถั่ว 2.5x15 ซม. - Twin Fish
G141350004,NC-4 ที่บีบก้ามปูและถั่ว 3.5x16 ซม. - Twin Fish
G141310001,ที่แกะกุ้งสเตนเลส
G141310002,ที่แกะหอยแครง คละสี
G141330001,ที่ขูดสเตนเลสอเนกประสงค์
G141340001,ที่บดมันสเตนเลส
G140430001,ที่คีบของร้อนสเตนเลส
G140420004,SAT-8 ที่คีบเนื้อย่าง 8 นิ้ว - Twin Fish
G141400001,ที่เปิดไวน์ 4.5 นิ้ว
G141400003,WO-1R สีแดง ที่เปิดไวน์ 7 นิ้ว - Twin Fish
G143200001,สีครีม ถุงมือจับภาชนะร้อน ลายจุดสีฟ้า 180x280 มม.
G143200002,สีครีม ถุงมือจับภาชนะร้อน ลายจุดสีเขียว 180x280 มม.
G143200003,สีชมพู ถุงมือจับภาชนะร้อน ลายจุด 180x280 มม.
G143200004,สีชมพู ถุงมือจับภาชนะร้อน 175x300 มม.
G143200005,สีฟ้า ถุงมือจับภาชนะร้อน 175x300 มม.
G143200009,สีน้ำตาล ถุงมือจับภาชนะร้อน 150x300 มม.
G143200010,สีน้ำตาล  ถุงมือจับภาชนะร้อน หุ้มซิลิโคน 150x325 มม.
G143200006,สีแดง ถุงมือจับภาชนะร้อน 175x300 มม.
G143200007,สีเขียวอ่อน ถุงมือจับภาชนะร้อน 210x320 มม.
G143200008,สีครีม ถุงมือจับภาชนะร้อน 210x320 มม.
G143350001,ผ้าเช็ดจาน 690x430 มม. - TNP
G143350002,ผ้าเช็ดจาน 305x305 มม. (แพ็ค 3)
G143300001,ผ้าเช็ดมือ ลายจุดสีฟ้า 380x420 มม.
G143300002,ผ้าเช็ดมือ ลายจุดสีเขียว 380x420 มม.
G143300003,ผ้าเช็ดมือ ลายจุดสีชมพู 380x420 มม.
G143300004,ผ้าเช็ดมือ สีชมพู 380x420 มม.
G143300005,ผ้าเช็ดมือ สียีนส์ 380x420 มม.
G143300006,ผ้าเช็ดมือ พร้อมห่วง สีเขียว 380x420 มม.
G143300007,ผ้าเช็ดมือ พร้อมห่วง สีครีม 380x420 มม.
G143300008,ผ้าเช็ดมือ สีน้ำตาล 350x600 มม.
G143400001,BKR9 สีขาว หมวกแก๊ปคลุมผม - TNP
G143450001,BKR12 สีขาว หมวกคลุมไหล่  - TNP
G143400002,CHN สีขาว หมวกแก๊ปตาข่ายคลุมผม - TNP
G143410001,CH4N สีขาว หมวกตาข่ายคลุมผม  - TNP
G143420001,CHKA1 สีขาว หมวกตาข่ายคลุมผม มีเน็ต  - TNP
G143500002,VM01-1 หน้ากากกันน้ำลาย - TNP
G143130001,SPAP-100 ผ้ากันเปื้อนใช้แล้วทิ้ง  (1/100) - TNP
G143110001,HA-01 สีขาว ผ้ากันเปื้อนครึ่งตัว ไม่มีกระเป๋า 27x34 นิ้ว - TNP
G143110002,HA-04 สีดำ ผ้ากันเปื้อนครึ่งตัว ไม่มีกระเป๋า 27x34 นิ้ว - TNP
G143110003,HAB สีดำ ผ้ากันเปื้อนครึ่งตัว กระเป๋าหน้า 1 ใบ 29x19 นิ้ว  - TNP
G143110004,HAC สีดำ ผ้ากันเปื้อนครึ่งตัว กระเป๋าหน้า 2 ใบ 27x24 นิ้ว - TNP
G143110005,HAC สีน้ำตาล ผ้ากันเปื้อนครึ่งตัว กระเป๋าหน้า 2 ใบ 27x24 นิ้ว - TNP
G143110006,HAC สีแดง ผ้ากันเปื้อนครึ่งตัว กระเป๋าหน้า 2 ใบ 27x24 นิ้ว  - TNP
G143120001,HASJ สีดำ ผ้ากันเปื้อนเสิร์ฟ มีกระเป๋าข้างและที่เสียบปากกา 22x12 นิ้ว - TNP
G143120002,HASJ สีน้ำตาล ผ้ากันเปื้อนเสิร์ฟ มีกระเป๋าข้างและที่เสียบปากกา 22x12 นิ้ว  - TNP
G143120003,HASJ สีแดง ผ้ากันเปื้อนเสิร์ฟ มีกระเป๋าข้างและที่เสียบปากกา 22x12 นิ้ว - TNP
G143120004,HAS สีดำ ผ้ากันเปื้อนเสิร์ฟ มีกระเป๋าข้างและที่เสียบปากกา 20x12 นิ้ว  - TNP
G143100004,ผ้ากันเปื้อนเต็มตัวแบบสวม สีชมพู 80x55 ซม.
G143100001,ผ้ากันเปื้อนทำครัว ลายจุดสีฟ้า 63x79 ซม.
G143100002,ผ้ากันเปื้อนทำครัว ลายจุดสีเขียว 63x79 ซม.
G143100003,ผ้ากันเปื้อนเต็มตัว ลายจุดสีชมพู 63x79 ซม.
G143100009,ผ้ากันเปื้อนเต็มตัว ผ้ายีนส์ 66x76 ซม.
G143100005,ผ้ากันเปื้อนเต็มตัว สีเขียว 56x76 ซม.
G143100006,ผ้ากันเปื้อนเต็มตัว สีครีม 56x76 ซม.
G143100007,ผ้ากันเปื้อนเต็มตัว สีแดงเข้ม 56x76 ซม.
G143100008,ผ้ากันเปื้อนเต็มตัว สีน้ำตาลเข้ม 63x77 ซม.
G200200005,SWS-1B ซิงค์สเตนเลสหลุมเดี่ยว พร้อมขาตั้ง ซันกิ
G200210003,SWS-2B ซิงค์สเตนเลส 2 หลุม พร้อมขาตั้ง ซันกิ
G200210005,SWS-2T ซิงค์สเตนเลส 2 หลุมมีที่ทิ้งขยะ พร้อมขาตั้ง ซันกิ
G200200004,SWSR-1B ซิงค์สเตนเลสหลุมเดี่ยวมีที่พัก พร้อมขาตั้ง ซันกิ
G200210004,SWSR-2B ซิงค์สเตนเลส 2 หลุมมีที่พัก พร้อมขาตั้ง ซันกิ
G200210001,SWSR-2T ซิงค์สเตนเลส 2 หลุมมีที่พัก+ที่ทิ้งขยะ พร้อมขาตั้ง ซันกิ
G200200008,LSS 1050 ซิงค์สเตนเลสหลุมเดี่ยวพร้อมขาตั้ง ตราเพชร
G200200002,LSS 1072 ซิงค์สเตนเลสหลุมเดี่ยวมีที่พัก พร้อมขาตั้ง ตราเพชร
G200200003,LSS 1100 ซิงค์สเตนเลสหลุมเดี่ยวมีที่พัก พร้อมขาตั้ง ตราเพชร
G200210002,LSS 1120 ซิงค์สเตนเลส 2 หลุมมีที่พัก พร้อมขาตั้ง ตราเพชร
G200200006,DMHS 054 C ซิงค์สเตนเลสหลุมเดี่ยวพร้อมขาตั้ง ตราเพชร
G200200007,DMHS 062 C ซิงค์สเตนเลสหลุมเดี่ยวพร้อมขาตั้ง ตราเพชร
G200200001,DMSES 1110 C ซิงค์สเตนเลสหลุมเดี่ยวมีที่พัก พร้อมขาตั้ง ตราเพชร
G200210006,DMSES 2110 CC ซิงค์สเตนเลส 2 หลุมพร้อมขาตั้ง ตราเพชร
G200300001,DSA-MO3S ชั้นคว่ำจานอลูมิเนียม พร้อมชั้นวางด้านล่าง 3 ชั้น
G200300002,DSA-MO3L ชั้นคว่ำจานอะลูมิเนียม พร้อมชั้นวางด้านล่าง 3 ชั้น - ซันกิ
G200300003,DSA-MT3S ชั้นคว่ำจานอะลูมิเนียม พร้อมชั้นวางด้านล่าง 3 ชั้น - ซันกิ
G200300004,DSA-MT3L ชั้นคว่ำจานอะลูมิเนียม พร้อมชั้นวางด้านล่าง 3 ชั้น - ซันกิ
G200300006,DSA-C03L ชั้นคว่ำจานอลูมิเนียม ขนาดใหญ่
